Drop,Horizontal_Break,Induced_Vertical_Break,Pitch_Type,Pitch_Vel,In_Play,Spin,sword_num,batters::k_percent,batters::bb_percent,batters::woba,batters::xwoba,batters::sweet_spot_percent,batters::barrel_batted_rate,batters::hard_hit_percent,batters::avg_best_speed,batters::avg_hyper_speed,batters::whiff_percent,batters::swing_percent
50,6,-12,Curveball,85.0,0,2599,0,23.1,16.4,.383,.400,38.3,16.8,54.7,103.877963178,96.919681737,32.7,49.2
13,3,18,4-Seam Fastball,94.4,0,2352,0,23.1,16.4,.383,.400,38.3,16.8,54.7,103.877963178,96.919681737,32.7,49.2
11,2,20,4-Seam Fastball,93.6,1,2327,0,21.2,12.8,.328,.325,33.9,8.3,40.6,99.372918736,94.150443931,20.5,42.2
13,2,19,4-Seam Fastball,93.3,0,2246,0,21.2,12.8,.328,.325,33.9,8.3,40.6,99.372918736,94.150443931,20.5,42.2
36,12,-2,Changeup,89.2,1,1339,0,18.8,5.9,.295,.336,35.9,6.5,45.6,101.849933211,95.315765069,25.1,45
13,4,16,4-Seam Fastball,95.9,0,2419,0,18.8,5.9,.295,.336,35.9,6.5,45.6,101.849933211,95.315765069,25.1,45
13,6,18,4-Seam Fastball,95.2,0,2399,0,18.8,5.9,.295,.336,35.9,6.5,45.6,101.849933211,95.315765069,25.1,45
11,5,18,4-Seam Fastball,95.9,0,2412,0,18.8,5.9,.295,.336,35.9,6.5,45.6,101.849933211,95.315765069,25.1,45
24,2,9,Slider,90.7,1,2311,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
40,1,-2,Slider,84.8,0,2639,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
27,2,7,Slider,88.6,0,2404,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
28,1,7,Slider,87.7,0,2274,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
12,7,18,4-Seam Fastball,94.9,1,2427,0,,,,,,,,,,,
10,10,19,4-Seam Fastball,97.5,0,2464,0,14.1,8.9,.295,.353,33.7,7.4,34.7,99.029630957,93.533425745,20.1,45.2
11,5,19,4-Seam Fastball,95.1,1,2395,0,,,,,,,,,,,
39,5,-2,Slider,86.0,0,1400,0,,,,,,,,,,,
10,5,20,4-Seam Fastball,95.8,0,2446,0,,,,,,,,,,,
12,5,18,4-Seam Fastball,95.9,0,2473,0,,,,,,,,,,,
13,8,17,4-Seam Fastball,95.4,0,2425,0,,,,,,,,,,,
26,3,8,Slider,89.0,1,2440,0,14.5,10.2,.312,.303,35.9,0,31.1,96.36104732,92.251973247,9.8,46.4
31,13,3,Changeup,89.1,0,1198,0,14.5,10.2,.312,.303,35.9,0,31.1,96.36104732,92.251973247,9.8,46.4
26,3,7,Slider,90.2,0,2391,0,14.5,10.2,.312,.303,35.9,0,31.1,96.36104732,92.251973247,9.8,46.4
12,5,18,4-Seam Fastball,96.4,0,2465,0,14.5,10.2,.312,.303,35.9,0,31.1,96.36104732,92.251973247,9.8,46.4
11,5,19,4-Seam Fastball,95.4,0,2380,0,14.5,10.2,.312,.303,35.9,0,31.1,96.36104732,92.251973247,9.8,46.4
12,6,19,4-Seam Fastball,94.4,0,2321,0,14.5,10.2,.312,.303,35.9,0,31.1,96.36104732,92.251973247,9.8,46.4
,,,Slider,81.9,0,,0,,,,,,,,,,,
24,19,7,Sinker,94.7,0,2366,0,,,,,,,,,,,
43,7,-3,Slider,82.4,1,2489,0,,,,,,,,,,,
25,19,6,Sinker,94.8,1,2488,0,19.4,6.2,.300,.321,30.7,5.7,42.2,101.577532842,95.025297526,22.8,48.3
23,18,8,Sinker,94.9,0,2508,0,19.4,6.2,.300,.321,30.7,5.7,42.2,101.577532842,95.025297526,22.8,48.3
27,19,4,Sinker,94.4,0,2460,0,19.4,6.2,.300,.321,30.7,5.7,42.2,101.577532842,95.025297526,22.8,48.3
58,6,-13,Curveball,78.7,1,2647,0,,,,,,,,,,,
13,8,18,4-Seam Fastball,93.5,0,2327,0,,,,,,,,,,,
29,13,7,Splitter,87.5,1,940,0,27.6,11.8,.340,.347,31.7,10.4,49.2,102.352981522,95.784070765,31.6,42.4
36,2,3,Slider,83.7,0,2360,0,27.6,11.8,.340,.347,31.7,10.4,49.2,102.352981522,95.784070765,31.6,42.4
26,15,9,Splitter,88.8,0,1230,0,27.6,11.8,.340,.347,31.7,10.4,49.2,102.352981522,95.784070765,31.6,42.4
10,5,21,4-Seam Fastball,95.5,0,2302,0,27.6,11.8,.340,.347,31.7,10.4,49.2,102.352981522,95.784070765,31.6,42.4
33,1,5,Slider,85.5,0,2356,0,27.6,11.8,.340,.347,31.7,10.4,49.2,102.352981522,95.784070765,31.6,42.4
56,6,-12,Curveball,79.1,0,2473,0,27.6,11.8,.340,.347,31.7,10.4,49.2,102.352981522,95.784070765,31.6,42.4
28,7,9,Splitter,86.4,0,833,0,24.9,13.7,.435,.398,36.9,19.7,50,103.162469798,96.470428535,29.8,50.3
12,1,18,4-Seam Fastball,94.6,0,2173,0,24.9,13.7,.435,.398,36.9,19.7,50,103.162469798,96.470428535,29.8,50.3
10,2,21,4-Seam Fastball,95.5,0,2271,0,24.9,13.7,.435,.398,36.9,19.7,50,103.162469798,96.470428535,29.8,50.3
13,0,18,4-Seam Fastball,94.5,0,2143,0,24.9,13.7,.435,.398,36.9,19.7,50,103.162469798,96.470428535,29.8,50.3
10,0,21,4-Seam Fastball,94.8,0,2178,0,24.9,13.7,.435,.398,36.9,19.7,50,103.162469798,96.470428535,29.8,50.3
35,5,2,Slider,86.0,0,2309,0,24.9,13.7,.435,.398,36.9,19.7,50,103.162469798,96.470428535,29.8,50.3
12,2,20,4-Seam Fastball,94.1,0,2211,0,24.9,13.7,.435,.398,36.9,19.7,50,103.162469798,96.470428535,29.8,50.3
12,1,20,4-Seam Fastball,93.6,0,2228,0,24.9,13.7,.435,.398,36.9,19.7,50,103.162469798,96.470428535,29.8,50.3
29,11,9,Splitter,85.0,0,1057,0,24.9,13.7,.435,.398,36.9,19.7,50,103.162469798,96.470428535,29.8,50.3
59,3,-12,Curveball,77.8,1,2446,0,19.8,6.5,.314,.340,29.6,7.4,43.2,102.07517438,95.214271198,30.6,56.8
16,13,14,4-Seam Fastball,96.1,1,2327,0,,,,,,,,,,,
15,16,15,4-Seam Fastball,96.4,0,2463,0,,,,,,,,,,,
17,15,13,4-Seam Fastball,96.0,0,2291,0,,,,,,,,,,,
24,19,6,Sinker,95.9,0,2394,0,,,,,,,,,,,
32,17,3,Changeup,89.1,1,1551,0,21.8,8.1,.322,.324,34.6,7.3,45.4,101.582603689,95.347052049,30.8,45.8
37,14,0,Changeup,86.9,0,1672,0,21.8,8.1,.322,.324,34.6,7.3,45.4,101.582603689,95.347052049,30.8,45.8
45,6,-4,Slider,82.3,0,2485,0,21.8,8.1,.322,.324,34.6,7.3,45.4,101.582603689,95.347052049,30.8,45.8
36,10,4,Slider,82.6,1,2648,0,26.7,8.9,.391,.363,33.7,16,54.6,103.002891951,96.274337117,30.1,49.1
44,12,-3,Slider,82.1,0,2676,0,26.7,8.9,.391,.363,33.7,16,54.6,103.002891951,96.274337117,30.1,49.1
31,17,-1,Sinker,95.5,0,2362,0,26.7,8.9,.391,.363,33.7,16,54.6,103.002891951,96.274337117,30.1,49.1
26,21,4,Sinker,96.2,0,2495,0,,,,,,,,,,,
38,13,-1,Changeup,86.5,0,1427,0,,,,,,,,,,,
35,17,1,Changeup,86.5,0,1607,0,,,,,,,,,,,
30,19,1,Sinker,94.8,0,2257,0,,,,,,,,,,,
25,19,7,Sinker,93.9,0,2297,0,,,,,,,,,,,
29,13,7,Splitter,87.6,0,1248,0,,,,,,,,,,,
12,7,18,4-Seam Fastball,95.2,0,2391,0,,,,,,,,,,,
34,6,4,Slider,84.9,0,2450,0,,,,,,,,,,,
11,4,22,4-Seam Fastball,92.8,0,2361,0,,,,,,,,,,,
65,5,-19,Curveball,78.5,0,2466,0,,,,,,,,,,,
31,11,8,Slider,85.1,0,2374,0,,,,,,,,,,,
11,3,21,4-Seam Fastball,93.6,0,2379,0,,,,,,,,,,,
33,7,5,Slider,84.6,0,2419,0,,,,,,,,,,,
31,6,7,Slider,85.0,0,2392,0,,,,,,,,,,,
34,7,5,Slider,83.4,0,2444,0,,,,,,,,,,,
10,6,22,4-Seam Fastball,92.8,1,2395,0,,,,,,,,,,,
15,7,18,4-Seam Fastball,90.6,0,2275,0,,,,,,,,,,,
15,10,20,4-Seam Fastball,89.8,0,2239,0,,,,,,,,,,,
20,21,9,Sinker,97.5,1,2491,0,19.4,11.6,.333,.362,37.4,8.6,42.9,101.083700123,94.721271728,21.8,38.8
21,13,10,4-Seam Fastball,95.9,0,2328,0,19.4,11.6,.333,.362,37.4,8.6,42.9,101.083700123,94.721271728,21.8,38.8
36,21,7,Sweeper,80.7,0,2793,0,19.4,11.6,.333,.362,37.4,8.6,42.9,101.083700123,94.721271728,21.8,38.8
42,6,-1,Slider,83.1,0,2556,0,19.4,11.6,.333,.362,37.4,8.6,42.9,101.083700123,94.721271728,21.8,38.8
23,21,8,Sinker,96.0,0,2445,0,19.4,11.6,.333,.362,37.4,8.6,42.9,101.083700123,94.721271728,21.8,38.8
40,4,-1,Slider,83.4,1,2443,0,15.3,4.3,.317,.353,36.7,9.2,42.8,100.788848947,94.700372851,20.7,51.2
22,18,8,Sinker,95.9,0,2470,0,15.3,4.3,.317,.353,36.7,9.2,42.8,100.788848947,94.700372851,20.7,51.2
24,20,6,Sinker,95.7,0,2462,0,15.3,4.3,.317,.353,36.7,9.2,42.8,100.788848947,94.700372851,20.7,51.2
28,18,3,Sinker,95.0,0,2481,0,15.3,4.3,.317,.353,36.7,9.2,42.8,100.788848947,94.700372851,20.7,51.2
21,20,9,Sinker,96.4,0,2523,0,15.3,4.3,.317,.353,36.7,9.2,42.8,100.788848947,94.700372851,20.7,51.2
24,19,6,Sinker,96.9,0,2433,0,15.3,4.3,.317,.353,36.7,9.2,42.8,100.788848947,94.700372851,20.7,51.2
30,18,0,Sinker,95.4,1,2336,0,,,,,,,,,,,
34,16,1,Changeup,87.6,0,1587,0,,,,,,,,,,,
37,18,1,Changeup,86.1,1,1635,0,,,,,,,,,,,
35,14,2,Changeup,87.5,0,1561,0,,,,,,,,,,,
21,10,9,4-Seam Fastball,95.7,0,2295,0,,,,,,,,,,,
46,10,-4,Slider,81.7,0,2554,0,,,,,,,,,,,
19,8,11,4-Seam Fastball,95.4,0,2339,0,,,,,,,,,,,
8,1,23,4-Seam Fastball,95.5,0,2297,0,,,,,,,,,,,
11,2,21,4-Seam Fastball,93.8,0,2242,0,,,,,,,,,,,
37,9,2,Slider,84.2,0,2306,0,,,,,,,,,,,
64,5,-17,Curveball,78.0,0,2559,0,,,,,,,,,,,
32,5,5,Slider,86.1,1,2403,0,,,,,,,,,,,
32,6,6,Slider,84.8,0,2381,0,,,,,,,,,,,
36,7,2,Slider,84.7,0,2394,0,,,,,,,,,,,
9,2,22,4-Seam Fastball,94.3,0,2355,0,,,,,,,,,,,
58,5,-15,Curveball,79.7,0,2575,0,,,,,,,,,,,
35,3,5,Slider,83.4,0,2304,0,,,,,,,,,,,
33,3,7,Slider,83.7,0,2352,0,,,,,,,,,,,
12,8,19,4-Seam Fastball,94.7,0,2296,0,,,,,,,,,,,
58,9,-13,Curveball,78.7,0,2672,0,,,,,,,,,,,
32,2,7,Slider,84.7,0,2368,0,,,,,,,,,,,
61,4,-12,Curveball,75.7,0,2468,0,,,,,,,,,,,
12,8,21,4-Seam Fastball,90.7,0,2297,0,,,,,,,,,,,
59,0,-9,Curveball,75.5,0,2436,0,,,,,,,,,,,
21,20,9,Sinker,96.5,1,2513,0,19.4,6.2,.300,.321,30.7,5.7,42.2,101.577532842,95.025297526,22.8,48.3
24,19,7,Sinker,95.4,0,2454,0,19.4,6.2,.300,.321,30.7,5.7,42.2,101.577532842,95.025297526,22.8,48.3
26,21,4,Sinker,96.7,0,2429,0,,,,,,,,,,,
23,21,7,Sinker,96.8,0,2442,0,,,,,,,,,,,
23,22,6,Sinker,97.0,0,2483,0,,,,,,,,,,,
24,22,6,Sinker,96.0,0,2418,0,,,,,,,,,,,
19,13,12,4-Seam Fastball,94.6,0,2400,0,,,,,,,,,,,
38,16,-1,Changeup,87.5,0,1576,0,21.8,8.1,.322,.324,34.6,7.3,45.4,101.582603689,95.347052049,30.8,45.8
44,6,-3,Slider,82.1,0,2439,0,21.8,8.1,.322,.324,34.6,7.3,45.4,101.582603689,95.347052049,30.8,45.8
27,19,4,Sinker,95.9,0,2448,0,21.8,8.1,.322,.324,34.6,7.3,45.4,101.582603689,95.347052049,30.8,45.8
25,19,5,Sinker,94.8,0,2336,0,21.8,8.1,.322,.324,34.6,7.3,45.4,101.582603689,95.347052049,30.8,45.8
26,21,4,Sinker,96.4,1,2438,0,26.7,8.9,.391,.363,33.7,16,54.6,103.002891951,96.274337117,30.1,49.1
25,18,5,Sinker,95.3,0,2479,0,26.7,8.9,.391,.363,33.7,16,54.6,103.002891951,96.274337117,30.1,49.1
12,7,19,4-Seam Fastball,94.4,1,2235,0,27.6,11.8,.340,.347,31.7,10.4,49.2,102.352981522,95.784070765,31.6,42.4
60,4,-14,Curveball,78.4,0,2611,0,27.6,11.8,.340,.347,31.7,10.4,49.2,102.352981522,95.784070765,31.6,42.4
13,6,18,4-Seam Fastball,94.4,0,2198,0,27.6,11.8,.340,.347,31.7,10.4,49.2,102.352981522,95.784070765,31.6,42.4
13,5,19,4-Seam Fastball,94.3,0,2248,0,24.9,13.7,.435,.398,36.9,19.7,50,103.162469798,96.470428535,29.8,50.3
57,4,-12,Curveball,78.9,0,2647,0,24.9,13.7,.435,.398,36.9,19.7,50,103.162469798,96.470428535,29.8,50.3
33,17,4,Splitter,86.9,0,1105,0,24.9,13.7,.435,.398,36.9,19.7,50,103.162469798,96.470428535,29.8,50.3
29,4,8,Slider,86.9,0,2237,0,24.9,13.7,.435,.398,36.9,19.7,50,103.162469798,96.470428535,29.8,50.3
29,15,6,Splitter,87.7,0,1342,0,24.9,13.7,.435,.398,36.9,19.7,50,103.162469798,96.470428535,29.8,50.3
30,1,7,Slider,85.9,0,2429,0,24.9,13.7,.435,.398,36.9,19.7,50,103.162469798,96.470428535,29.8,50.3
12,9,19,4-Seam Fastball,94.9,0,2230,0,24.9,13.7,.435,.398,36.9,19.7,50,103.162469798,96.470428535,29.8,50.3
14,7,18,4-Seam Fastball,94.5,0,2198,0,24.9,13.7,.435,.398,36.9,19.7,50,103.162469798,96.470428535,29.8,50.3
31,3,6,Slider,85.3,0,2231,0,24.9,13.7,.435,.398,36.9,19.7,50,103.162469798,96.470428535,29.8,50.3
35,3,3,Slider,85.0,0,2338,0,24.9,13.7,.435,.398,36.9,19.7,50,103.162469798,96.470428535,29.8,50.3
10,4,20,4-Seam Fastball,95.6,0,2299,0,19.8,6.5,.314,.340,29.6,7.4,43.2,102.07517438,95.214271198,30.6,56.8
34,2,4,Slider,85.3,0,2342,0,19.8,6.5,.314,.340,29.6,7.4,43.2,102.07517438,95.214271198,30.6,56.8
33,1,5,Splitter,85.9,0,2285,0,19.8,6.5,.314,.340,29.6,7.4,43.2,102.07517438,95.214271198,30.6,56.8
9,1,22,4-Seam Fastball,94.5,0,2191,0,19.8,6.5,.314,.340,29.6,7.4,43.2,102.07517438,95.214271198,30.6,56.8
10,0,21,4-Seam Fastball,94.4,0,2303,0,19.8,6.5,.314,.340,29.6,7.4,43.2,102.07517438,95.214271198,30.6,56.8
34,8,5,Slider,84.3,0,2375,0,19.8,6.5,.314,.340,29.6,7.4,43.2,102.07517438,95.214271198,30.6,56.8
33,9,4,Slider,85.7,1,2310,0,,,,,,,,,,,
11,1,21,4-Seam Fastball,94.2,0,2217,0,,,,,,,,,,,
32,7,6,Slider,85.4,0,2274,0,,,,,,,,,,,
14,4,19,4-Seam Fastball,92.0,0,2231,0,,,,,,,,,,,
14,7,19,4-Seam Fastball,92.5,0,2244,0,,,,,,,,,,,
15,5,14,4-Seam Fastball,96.2,1,2623,0,,,,,,,,,,,
14,6,15,4-Seam Fastball,97.0,0,2577,0,,,,,,,,,,,
39,5,-3,Slider,87.7,0,2810,0,,,,,,,,,,,
15,4,14,4-Seam Fastball,96.4,0,2638,0,,,,,,,,,,,
15,7,14,4-Seam Fastball,96.3,0,2620,0,,,,,,,,,,,
14,7,14,4-Seam Fastball,97.9,0,2696,0,28.1,7.1,.345,.330,36.5,13.5,40.6,100.715527143,94.500987083,30.7,47.5
14,7,15,4-Seam Fastball,97.0,0,2677,0,28.1,7.1,.345,.330,36.5,13.5,40.6,100.715527143,94.500987083,30.7,47.5
40,5,-5,Slider,87.3,0,2648,0,28.1,7.1,.345,.330,36.5,13.5,40.6,100.715527143,94.500987083,30.7,47.5
36,3,-1,Slider,88.0,0,2723,0,28.1,7.1,.345,.330,36.5,13.5,40.6,100.715527143,94.500987083,30.7,47.5
16,7,13,4-Seam Fastball,96.8,0,2546,0,28.1,7.1,.345,.330,36.5,13.5,40.6,100.715527143,94.500987083,30.7,47.5
35,3,1,Slider,87.1,0,2782,0,28.1,7.1,.345,.330,36.5,13.5,40.6,100.715527143,94.500987083,30.7,47.5
32,6,1,Slider,89.8,0,2763,0,,,,,,,,,,,
16,6,13,4-Seam Fastball,97.3,0,2735,0,,,,,,,,,,,
32,5,1,Slider,89.6,0,2756,0,,,,,,,,,,,
17,7,11,4-Seam Fastball,97.1,0,2519,0,,,,,,,,,,,
19,5,10,4-Seam Fastball,96.5,0,2549,0,,,,,,,,,,,
18,5,10,4-Seam Fastball,97.6,0,2556,0,,,,,,,,,,,
14,8,13,4-Seam Fastball,100.5,1,2381,0,,,,,,,,,,,
37,2,-2,Slider,87.3,0,2529,0,,,,,,,,,,,
34,8,-1,Splitter,89.9,0,1624,0,,,,,,,,,,,
38,2,-3,Slider,87.7,0,2611,0,,,,,,,,,,,
15,8,12,4-Seam Fastball,100.0,0,2211,0,,,,,,,,,,,
34,6,1,Slider,87.5,0,2491,0,,,,,,,,,,,
35,3,1,Slider,87.4,0,2587,0,,,,,,,,,,,
32,10,1,Splitter,89.4,1,1592,0,,,,,,,,,,,
13,7,15,4-Seam Fastball,97.1,1,2648,0,,,,,,,,,,,
15,5,14,4-Seam Fastball,97.2,0,2590,0,,,,,,,,,,,
33,5,1,Slider,88.2,0,2621,0,,,,,,,,,,,
13,7,15,4-Seam Fastball,98.8,0,2601,0,,,,,,,,,,,
34,5,-1,Cutter,89.7,0,2568,0,,,,,,,,,,,
12,5,15,4-Seam Fastball,98.6,0,2603,0,,,,,,,,,,,
13,6,15,4-Seam Fastball,98.6,0,2640,0,,,,,,,,,,,
14,4,14,4-Seam Fastball,96.8,0,2544,0,,,,,,,,,,,
15,8,13,4-Seam Fastball,98.3,1,2602,0,30.7,13.3,.326,.354,34.9,13.4,51.7,103.44341759,96.780411145,35.2,44.6
28,4,4,Cutter,91.5,0,2639,0,30.7,13.3,.326,.354,34.9,13.4,51.7,103.44341759,96.780411145,35.2,44.6
16,5,13,4-Seam Fastball,97.5,0,2538,0,30.7,13.3,.326,.354,34.9,13.4,51.7,103.44341759,96.780411145,35.2,44.6
14,12,14,4-Seam Fastball,97.7,0,2715,0,30.7,13.3,.326,.354,34.9,13.4,51.7,103.44341759,96.780411145,35.2,44.6
14,6,15,4-Seam Fastball,96.4,0,2597,0,30.7,13.3,.326,.354,34.9,13.4,51.7,103.44341759,96.780411145,35.2,44.6
27,13,3,Changeup,94.8,0,2054,0,18.5,4.3,.362,.353,39.3,9.2,39.3,99.975530088,94.091745219,20.5,54.9
26,15,5,Changeup,93.6,0,2134,1,18.5,4.3,.362,.353,39.3,9.2,39.3,99.975530088,94.091745219,20.5,54.9
14,3,13,4-Seam Fastball,99.8,0,2388,0,18.5,4.3,.362,.353,39.3,9.2,39.3,99.975530088,94.091745219,20.5,54.9
17,2,10,4-Seam Fastball,100.1,0,2461,0,18.5,4.3,.362,.353,39.3,9.2,39.3,99.975530088,94.091745219,20.5,54.9
32,3,0,Cutter,91.2,1,2390,0,23.9,4.6,.341,.354,38.8,12.6,42.6,101.828620326,95.103006612,32.3,50.9
29,3,2,Cutter,92.8,0,2441,0,23.9,4.6,.341,.354,38.8,12.6,42.6,101.828620326,95.103006612,32.3,50.9
19,4,8,4-Seam Fastball,99.8,0,2333,0,23.9,4.6,.341,.354,38.8,12.6,42.6,101.828620326,95.103006612,32.3,50.9
39,3,-4,Slider,87.5,0,2462,0,23.9,4.6,.341,.354,38.8,12.6,42.6,101.828620326,95.103006612,32.3,50.9
29,3,3,Cutter,92.6,0,2379,0,23.9,4.6,.341,.354,38.8,12.6,42.6,101.828620326,95.103006612,32.3,50.9
29,3,2,Cutter,92.9,0,2472,0,23.9,4.6,.341,.354,38.8,12.6,42.6,101.828620326,95.103006612,32.3,50.9
29,5,3,Cutter,91.5,0,2354,0,23.9,4.6,.341,.354,38.8,12.6,42.6,101.828620326,95.103006612,32.3,50.9
16,5,11,4-Seam Fastball,99.9,1,2427,0,20.1,9.9,.390,.382,41,9.7,45.1,100.736984796,95.034988923,27.8,51.8
17,7,11,4-Seam Fastball,98.6,0,2372,0,20.1,9.9,.390,.382,41,9.7,45.1,100.736984796,95.034988923,27.8,51.8
16,5,11,4-Seam Fastball,100.1,0,2304,0,20.1,9.9,.390,.382,41,9.7,45.1,100.736984796,95.034988923,27.8,51.8
15,5,12,4-Seam Fastball,99.4,0,2377,0,17.8,14.6,.417,.395,43,12.1,46.1,100.98561494,94.928414424,20.8,39.7
17,2,11,4-Seam Fastball,98.6,0,2352,0,17.8,14.6,.417,.395,43,12.1,46.1,100.98561494,94.928414424,20.8,39.7
30,4,2,Cutter,91.9,0,2349,1,17.8,14.6,.417,.395,43,12.1,46.1,100.98561494,94.928414424,20.8,39.7
34,9,2,Splitter,86.7,1,1341,0,25.1,7.3,.252,.314,33.9,12.4,46.8,101.565423696,95.31008663,27.2,48.8
21,11,10,4-Seam Fastball,92.7,0,2362,0,25.1,7.3,.252,.314,33.9,12.4,46.8,101.565423696,95.31008663,27.2,48.8
21,11,11,4-Seam Fastball,92.2,0,2408,0,25.1,7.3,.252,.314,33.9,12.4,46.8,101.565423696,95.31008663,27.2,48.8
22,10,10,4-Seam Fastball,93.1,0,2358,0,25.1,7.3,.252,.314,33.9,12.4,46.8,101.565423696,95.31008663,27.2,48.8
23,8,9,4-Seam Fastball,92.3,0,2235,0,,,,,,,,,,,
20,9,12,4-Seam Fastball,92.9,0,2368,0,,,,,,,,,,,
36,13,1,Splitter,85.5,0,1305,0,,,,,,,,,,,
28,5,8,Splitter,86.2,0,1361,0,,,,,,,,,,,
32,5,6,Splitter,85.7,0,1365,0,,,,,,,,,,,
29,8,9,Splitter,85.4,0,1426,0,,,,,,,,,,,
23,10,9,4-Seam Fastball,92.5,0,2277,0,,,,,,,,,,,
33,9,3,Splitter,86.6,0,1345,0,,,,,,,,,,,
18,10,13,4-Seam Fastball,93.2,0,2439,0,,,,,,,,,,,
21,10,10,4-Seam Fastball,93.3,0,2309,0,,,,,,,,,,,
21,10,11,4-Seam Fastball,92.9,0,2410,0,,,,,,,,,,,
20,10,11,4-Seam Fastball,92.7,0,2379,0,,,,,,,,,,,
22,12,9,4-Seam Fastball,93.1,0,2336,0,,,,,,,,,,,
38,9,-1,Splitter,86.3,0,1330,0,,,,,,,,,,,
21,11,10,4-Seam Fastball,93.2,1,2366,0,,,,,,,,,,,
38,12,-2,Splitter,86.0,0,1502,0,,,,,,,,,,,
35,10,2,Splitter,86.1,0,1385,0,,,,,,,,,,,
21,10,11,4-Seam Fastball,91.8,0,2496,0,,,,,,,,,,,
21,12,11,4-Seam Fastball,91.6,0,2469,0,,,,,,,,,,,
18,1,11,4-Seam Fastball,96.2,1,2455,0,9.8,11,.322,.338,35.6,5.6,34.8,97.64924144,93.0383188,16.1,40.6
18,2,11,4-Seam Fastball,96.4,0,2467,0,9.8,11,.322,.338,35.6,5.6,34.8,97.64924144,93.0383188,16.1,40.6
18,1,11,4-Seam Fastball,96.1,0,2451,0,9.8,11,.322,.338,35.6,5.6,34.8,97.64924144,93.0383188,16.1,40.6
39,3,-4,Slider,87.4,1,2701,0,25.6,13.4,.422,.432,34.3,21.3,62,106.335933796,98.617645231,33.6,44.1
33,2,0,Slider,89.1,0,2531,0,25.6,13.4,.422,.432,34.3,21.3,62,106.335933796,98.617645231,33.6,44.1
18,3,11,4-Seam Fastball,95.7,0,2471,0,25.6,13.4,.422,.432,34.3,21.3,62,106.335933796,98.617645231,33.6,44.1
34,2,0,Slider,89.1,0,2590,0,25.6,13.4,.422,.432,34.3,21.3,62,106.335933796,98.617645231,33.6,44.1
27,7,9,Changeup,86.9,0,1604,0,25.6,13.4,.422,.432,34.3,21.3,62,106.335933796,98.617645231,33.6,44.1
36,1,-1,Slider,87.5,0,2552,0,25.6,13.4,.422,.432,34.3,21.3,62,106.335933796,98.617645231,33.6,44.1
38,1,-1,Slider,85.6,0,2553,0,25.6,13.4,.422,.432,34.3,21.3,62,106.335933796,98.617645231,33.6,44.1
18,3,12,4-Seam Fastball,95.0,1,2408,0,,,,,,,,,,,
39,2,-1,Slider,84.2,0,2486,0,,,,,,,,,,,
16,1,14,4-Seam Fastball,94.8,0,2449,0,,,,,,,,,,,
34,2,1,Slider,87.3,0,2550,0,,,,,,,,,,,
33,2,2,Slider,87.1,0,2526,0,,,,,,,,,,,
33,1,3,Slider,87.2,0,2578,0,,,,,,,,,,,
31,2,4,Slider,87.3,0,2571,0,,,,,,,,,,,
33,1,3,Slider,86.0,0,2626,0,,,,,,,,,,,
18,2,13,4-Seam Fastball,93.7,0,2488,0,,,,,,,,,,,
17,0,14,4-Seam Fastball,94.5,0,2471,0,,,,,,,,,,,
34,6,3,Slider,84.9,1,2571,0,28.1,7.1,.345,.330,36.5,13.5,40.6,100.715527143,94.500987083,30.7,47.5
20,2,13,4-Seam Fastball,89.4,0,2370,0,28.1,7.1,.345,.330,36.5,13.5,40.6,100.715527143,94.500987083,30.7,47.5
29,0,7,Slider,86.4,0,2473,0,28.1,7.1,.345,.330,36.5,13.5,40.6,100.715527143,94.500987083,30.7,47.5
32,2,5,Slider,85.2,0,2531,0,,,,,,,,,,,
21,0,13,4-Seam Fastball,89.3,0,2301,0,,,,,,,,,,,
60,2,-10,Curveball,73.3,0,2290,0,,,,,,,,,,,
31,7,6,Slider,86.1,0,2580,0,,,,,,,,,,,
63,4,-11,Curveball,72.1,0,2249,0,,,,,,,,,,,
19,1,14,4-Seam Fastball,89.2,0,2364,0,,,,,,,,,,,
33,9,4,Slider,85.1,0,2585,0,,,,,,,,,,,
18,0,17,4-Seam Fastball,88.6,0,2401,0,,,,,,,,,,,
17,2,17,4-Seam Fastball,89.1,1,2406,0,,,,,,,,,,,
20,1,9,4-Seam Fastball,96.8,1,2674,0,,,,,,,,,,,
19,0,11,4-Seam Fastball,95.3,0,2480,0,,,,,,,,,,,
20,2,10,4-Seam Fastball,95.2,0,2555,0,,,,,,,,,,,
42,13,-2,Slider,82.2,0,2776,0,,,,,,,,,,,
38,14,1,Slider,83.3,0,2739,0,,,,,,,,,,,
18,1,11,4-Seam Fastball,96.0,0,2642,1,18.5,4.3,.362,.353,39.3,9.2,39.3,99.975530088,94.091745219,20.5,54.9
19,4,10,4-Seam Fastball,96.0,0,2586,0,18.5,4.3,.362,.353,39.3,9.2,39.3,99.975530088,94.091745219,20.5,54.9
17,2,12,4-Seam Fastball,96.4,0,2578,0,18.5,4.3,.362,.353,39.3,9.2,39.3,99.975530088,94.091745219,20.5,54.9
